date,area_name,area_code,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,district_id
2020-08-29,City of London,E09000001,-66.0,,,-51,,,276
2020-08-29,Richmond upon Thames,E09000027,-34.0,-19.0,2.0,-41,,4.0,302
2020-08-29,Ealing,E09000009,-27.0,-17.0,,-37,-20.0,4.0,284
2020-08-29,Havering,E09000016,-26.0,-16.0,,-29,-12.0,3.0,291
2020-08-29,Bexley,E09000004,-27.0,-12.0,,-31,-10.0,4.0,279
2020-08-29,Greenwich,E09000011,-30.0,-16.0,-19.0,-31,-18.0,4.0,286
2020-08-29,Lewisham,E09000023,-29.0,-10.0,,-33,-19.0,4.0,298
2020-08-29,Kingston upon Thames,E09000021,-32.0,-20.0,,-37,-12.0,4.0,296
2020-08-29,Hillingdon,E09000017,-29.0,-15.0,,-59,-15.0,4.0,292
2020-08-29,Lambeth,E09000022,-41.0,-18.0,4.0,-38,-19.0,4.0,297
2020-08-29,Brent,E09000005,-28.0,-16.0,,-35,-24.0,5.0,280
2020-08-29,Merton,E09000024,-34.0,-17.0,,-43,-19.0,4.0,299
2020-08-29,Barking and Dagenham,E09000002,-26.0,-14.0,,-26,-18.0,4.0,277
2020-08-29,Islington,E09000019,-55.0,-24.0,,-43,-17.0,4.0,294
2020-08-29,Haringey,E09000014,-34.0,-23.0,,-40,-27.0,4.0,289
2020-08-29,Croydon,E09000008,-31.0,-11.0,,-35,-16.0,4.0,283
2020-08-29,Westminster,E09000033,-64.0,-44.0,-50.0,-56,-27.0,6.0,308
2020-08-29,Hammersmith and Fulham,E09000013,-52.0,-33.0,,-49,-26.0,5.0,288
2020-08-29,Harrow,E09000015,-32.0,-20.0,,-34,-16.0,5.0,290
2020-08-29,Kensington and Chelsea,E09000020,-59.0,-25.0,,-60,,5.0,295
2020-08-29,Hounslow,E09000018,-29.0,-15.0,,-31,-21.0,5.0,293
2020-08-29,Bromley,E09000006,-28.0,-15.0,-3.0,-34,-10.0,4.0,281
2020-08-29,Southwark,E09000028,-45.0,-25.0,-16.0,-44,-21.0,4.0,303
2020-08-28,Kensington and Chelsea,E09000020,-50.0,-17.0,,-58,-60.0,17.0,295
2020-08-28,Greenwich,E09000011,-19.0,-9.0,,-35,-54.0,14.0,286
2020-08-28,Tower Hamlets,E09000030,-49.0,-15.0,-26.0,-57,-64.0,18.0,305
2020-08-28,Hammersmith and Fulham,E09000013,-42.0,-27.0,,-52,-62.0,17.0,288
2020-08-28,Southwark,E09000028,-41.0,-18.0,-15.0,-52,-59.0,17.0,303
2020-08-28,Richmond upon Thames,E09000027,-30.0,-12.0,,-52,-63.0,16.0,302
2020-08-28,Waltham Forest,E09000031,-15.0,-7.0,,-46,-54.0,14.0,306
2020-08-28,Barnet,E09000003,-18.0,-14.0,,-45,-54.0,14.0,278
2020-08-28,Newham,E09000025,-28.0,-11.0,,-44,-50.0,13.0,300
2020-08-28,Sutton,E09000029,-17.0,-11.0,,-51,-54.0,14.0,304
2020-08-28,Wandsworth,E09000032,-30.0,-16.0,31.0,-45,-62.0,18.0,307
2020-08-28,Hounslow,E09000018,-19.0,-12.0,,-40,-49.0,14.0,293
2020-08-28,Harrow,E09000015,-20.0,-11.0,,-47,-52.0,14.0,290
2020-08-28,Westminster,E09000033,-66.0,-44.0,-49.0,-63,-64.0,17.0,308
2020-08-28,Redbridge,E09000026,-18.0,-11.0,,-47,-52.0,14.0,301
2020-08-28,Merton,E09000024,-27.0,-10.0,,-47,-55.0,15.0,299
2020-08-28,Hillingdon,E09000017,-25.0,-7.0,,-61,-50.0,14.0,292
2020-08-28,Barking and Dagenham,E09000002,-20.0,-7.0,,-36,-42.0,10.0,277
2020-08-28,Lewisham,E09000023,-17.0,-3.0,,-41,-59.0,16.0,298
2020-08-28,Islington,E09000019,-56.0,-28.0,,-57,-67.0,19.0,294
2020-08-28,Havering,E09000016,-13.0,-8.0,,-40,-51.0,12.0,291
2020-08-28,Hackney,E09000012,-38.0,-8.0,,-44,-57.0,15.0,287
2020-08-28,Camden,E09000007,-64.0,-39.0,-1.0,-63,-65.0,18.0,282
2020-08-28,Haringey,E09000014,-19.0,-13.0,,-44,-56.0,14.0,289
2020-08-28,Croydon,E09000008,-21.0,-6.0,,-43,-50.0,14.0,283
2020-08-28,Bexley,E09000004,-17.0,-6.0,,-47,-51.0,13.0,279
2020-08-28,Brent,E09000005,-17.0,-6.0,,-39,-49.0,13.0,280
2020-08-28,Lambeth,E09000022,-39.0,-15.0,22.0,-56,-60.0,17.0,297
2020-08-28,Enfield,E09000010,-16.0,-10.0,,-40,-46.0,12.0,285
2020-08-28,Ealing,E09000009,-18.0,-14.0,,-44,-50.0,14.0,284
2020-08-28,City of London,E09000001,-80.0,-66.0,-70.0,-72,,,276
2020-08-28,Kingston upon Thames,E09000021,-20.0,-17.0,,-46,-58.0,16.0,296
2020-08-28,Bromley,E09000006,-17.0,-10.0,,-46,-57.0,15.0,281
2020-08-27,Wandsworth,E09000032,-32.0,-21.0,22.0,-49,-64.0,21.0,307
2020-08-27,Greenwich,E09000011,-17.0,-15.0,,-44,-57.0,17.0,286
2020-08-27,Enfield,E09000010,-19.0,-13.0,,-45,-48.0,14.0,285
2020-08-27,Sutton,E09000029,,-15.0,,-55,-56.0,16.0,304
2020-08-27,Lewisham,E09000023,-20.0,-7.0,,-48,-60.0,18.0,298
2020-08-27,Croydon,E09000008,-19.0,-11.0,,-49,-51.0,16.0,283
2020-08-27,Haringey,E09000014,-23.0,-19.0,,-49,-57.0,16.0,289
2020-08-27,Hounslow,E09000018,-24.0,-18.0,,-47,-50.0,16.0,293
2020-08-27,City of London,E09000001,-81.0,-69.0,-73.0,-75,,,276
2020-08-27,Harrow,E09000015,-23.0,-17.0,,-51,-52.0,16.0,290
2020-08-27,Lambeth,E09000022,-40.0,-23.0,10.0,-61,-61.0,20.0,297
2020-08-27,Hammersmith and Fulham,E09000013,-43.0,-29.0,,-54,-63.0,19.0,288
2020-08-27,Havering,E09000016,-13.0,-11.0,,-46,-51.0,14.0,291
2020-08-27,Ealing,E09000009,-20.0,-17.0,,-49,-51.0,15.0,284
2020-08-27,Westminster,E09000033,-66.0,-48.0,-45.0,-66,-65.0,20.0,308
2020-08-27,Newham,E09000025,-33.0,-19.0,,-51,-52.0,14.0,300
2020-08-27,Brent,E09000005,-17.0,-16.0,,-44,-50.0,14.0,280
2020-08-27,Barnet,E09000003,-18.0,-17.0,,-48,-56.0,16.0,278
2020-08-27,Merton,E09000024,-29.0,-18.0,,-52,-58.0,18.0,299
2020-08-27,Redbridge,E09000026,-20.0,-19.0,,-52,-54.0,15.0,301
2020-08-27,Hillingdon,E09000017,-27.0,-12.0,,-63,-51.0,15.0,292
2020-08-27,Islington,E09000019,-58.0,-32.0,,-61,-69.0,22.0,294
2020-08-27,Bromley,E09000006,-18.0,-14.0,,-51,-58.0,17.0,281
2020-08-27,Bexley,E09000004,-18.0,-14.0,,-51,-52.0,15.0,279
2020-08-27,Camden,E09000007,-66.0,-44.0,-14.0,-68,-67.0,20.0,282
2020-08-27,Kingston upon Thames,E09000021,-23.0,-23.0,,-49,-60.0,18.0,296
2020-08-27,Tower Hamlets,E09000030,-54.0,-24.0,-30.0,-61,-66.0,21.0,305
2020-08-27,Waltham Forest,E09000031,-13.0,-7.0,,-48,-55.0,15.0,306
2020-08-27,Richmond upon Thames,E09000027,-30.0,-17.0,,-54,-65.0,20.0,302
2020-08-27,Barking and Dagenham,E09000002,-19.0,-15.0,,-38,-44.0,11.0,277
2020-08-27,Southwark,E09000028,-44.0,-25.0,-21.0,-59,-60.0,19.0,303
2020-08-27,Kensington and Chelsea,E09000020,-48.0,-21.0,,-59,-62.0,18.0,295
2020-08-27,Hackney,E09000012,-41.0,-16.0,,-51,-59.0,17.0,287
2020-08-26,Islington,E09000019,-42.0,-32.0,,-58,-66.0,19.0,294
2020-08-26,City of London,E09000001,-76.0,-66.0,-60.0,-73,,,276
2020-08-26,Bexley,E09000004,-1.0,-12.0,,-46,-51.0,13.0,279
2020-08-26,Tower Hamlets,E09000030,-35.0,-17.0,4.0,-55,-63.0,17.0,305
2020-08-26,Kensington and Chelsea,E09000020,-36.0,-17.0,,-57,-60.0,16.0,295
2020-08-26,Bromley,E09000006,5.0,-14.0,,-46,-57.0,16.0,281
2020-08-26,Lambeth,E09000022,-24.0,-19.0,,-59,-59.0,17.0,297
2020-08-26,Greenwich,E09000011,-3.0,-10.0,,-38,-55.0,15.0,286
2020-08-26,Harrow,E09000015,9.0,-14.0,,-45,-50.0,14.0,290
2020-08-26,Merton,E09000024,-7.0,-19.0,,-48,-55.0,15.0,299
2020-08-26,Kingston upon Thames,E09000021,1.0,-20.0,,-46,-57.0,15.0,296
2020-08-26,Lewisham,E09000023,-6.0,-4.0,,-45,-57.0,16.0,298
2020-08-26,Southwark,E09000028,-26.0,-21.0,9.0,-55,-60.0,17.0,303
2020-08-26,Ealing,E09000009,6.0,-14.0,,-43,-50.0,13.0,284
2020-08-26,Newham,E09000025,-13.0,-15.0,,-45,-50.0,12.0,300
2020-08-26,Redbridge,E09000026,5.0,-10.0,,-42,-52.0,13.0,301
2020-08-26,Hounslow,E09000018,-5.0,-13.0,,-42,-49.0,13.0,293
2020-08-26,Sutton,E09000029,,-14.0,,-51,-54.0,14.0,304
2020-08-26,Hillingdon,E09000017,-10.0,-13.0,,-64,-50.0,13.0,292
2020-08-26,Barking and Dagenham,E09000002,-10.0,-11.0,,-38,-43.0,10.0,277
2020-08-26,Enfield,E09000010,-5.0,-13.0,,-44,-46.0,11.0,285
2020-08-26,Croydon,E09000008,-2.0,-12.0,,-44,-50.0,14.0,283
2020-08-26,Richmond upon Thames,E09000027,-5.0,-17.0,,-50,-63.0,16.0,302
2020-08-26,Haringey,E09000014,-7.0,-18.0,,-48,-55.0,14.0,289
2020-08-26,Barnet,E09000003,2.0,-17.0,,-43,-54.0,14.0,278
2020-08-26,Hackney,E09000012,-20.0,-13.0,,-46,-57.0,15.0,287
2020-08-26,Havering,E09000016,0.0,-15.0,,-43,-49.0,12.0,291
2020-08-26,Waltham Forest,E09000031,9.0,-10.0,,-44,-53.0,13.0,306
2020-08-26,Hammersmith and Fulham,E09000013,-36.0,-26.0,,-48,-61.0,16.0,288
2020-08-26,Camden,E09000007,-53.0,-38.0,,-65,-65.0,17.0,282
2020-08-26,Wandsworth,E09000032,-7.0,-19.0,,-47,-62.0,18.0,307
2020-08-26,Brent,E09000005,5.0,-12.0,,-41,-48.0,12.0,280
2020-08-26,Westminster,E09000033,-54.0,-41.0,-24.0,-62,-63.0,16.0,308
2020-08-25,Harrow,E09000015,-3.0,-20.0,,-49,-53.0,16.0,290
2020-08-25,Islington,E09000019,-47.0,-38.0,,-62,-69.0,21.0,294
2020-08-25,Bexley,E09000004,-6.0,-14.0,,-52,-53.0,15.0,279
2020-08-25,Barking and Dagenham,E09000002,-13.0,-17.0,,-38,-46.0,12.0,277
2020-08-25,Barnet,E09000003,-7.0,-23.0,,-46,-57.0,16.0,278
2020-08-25,Redbridge,E09000026,1.0,-14.0,,-47,-56.0,15.0,301
2020-08-25,Ealing,E09000009,-4.0,-17.0,,-48,-52.0,15.0,284
2020-08-25,Haringey,E09000014,-11.0,-23.0,,-50,-59.0,16.0,289
2020-08-25,Bromley,E09000006,-3.0,-14.0,,-50,-60.0,18.0,281
2020-08-25,Croydon,E09000008,-7.0,-14.0,,-50,-53.0,16.0,283
2020-08-25,Southwark,E09000028,-34.0,-26.0,-19.0,-57,-61.0,19.0,303
2020-08-25,Camden,E09000007,-57.0,-44.0,-15.0,-67,-68.0,20.0,282
2020-08-25,Lewisham,E09000023,-14.0,-9.0,,-50,-61.0,18.0,298
2020-08-25,Tower Hamlets,E09000030,-39.0,-20.0,-23.0,-58,-66.0,19.0,305
2020-08-25,Richmond upon Thames,E09000027,-22.0,-20.0,,-56,-66.0,19.0,302
2020-08-25,Lambeth,E09000022,-33.0,-22.0,,-61,-62.0,19.0,297
2020-08-25,Brent,E09000005,-4.0,-17.0,,-44,-50.0,14.0,280
2020-08-25,Newham,E09000025,-12.0,-19.0,,-46,-52.0,13.0,300
2020-08-25,Kingston upon Thames,E09000021,-8.0,-23.0,,-52,-60.0,18.0,296
2020-08-25,Wandsworth,E09000032,-17.0,-21.0,25.0,-50,-65.0,21.0,307
2020-08-25,Kensington and Chelsea,E09000020,-45.0,-24.0,,-61,-62.0,18.0,295
2020-08-25,Hammersmith and Fulham,E09000013,-43.0,-31.0,,-51,-64.0,19.0,288
2020-08-25,Hillingdon,E09000017,-17.0,-17.0,,-66,-53.0,15.0,292
2020-08-25,Hackney,E09000012,-30.0,-21.0,,-50,-60.0,17.0,287
2020-08-25,Waltham Forest,E09000031,-3.0,-12.0,,-48,-57.0,15.0,306
2020-08-25,Hounslow,E09000018,-13.0,-21.0,,-47,-52.0,15.0,293
2020-08-25,Westminster,E09000033,-57.0,-46.0,-43.0,-64,-65.0,19.0,308
2020-08-25,City of London,E09000001,-78.0,-69.0,-67.0,-75,,,276
2020-08-25,Merton,E09000024,-16.0,-18.0,,-51,-58.0,18.0,299
2020-08-25,Sutton,E09000029,,-17.0,,-55,-56.0,16.0,304
2020-08-25,Enfield,E09000010,-11.0,-16.0,,-45,-50.0,13.0,285
2020-08-25,Greenwich,E09000011,-8.0,-15.0,,-43,-57.0,17.0,286
2020-08-25,Havering,E09000016,-4.0,-16.0,,-46,-52.0,14.0,291
2020-08-24,Hackney,E09000012,-23.0,-18.0,,-51,-59.0,15.0,287
2020-08-24,Wandsworth,E09000032,-19.0,-25.0,,-50,-65.0,19.0,307
2020-08-24,Southwark,E09000028,-32.0,-24.0,-3.0,-57,-62.0,17.0,303
2020-08-24,Enfield,E09000010,-5.0,-13.0,,-44,-48.0,11.0,285
2020-08-24,Bexley,E09000004,-5.0,-13.0,,-48,-53.0,13.0,279
2020-08-24,Bromley,E09000006,-2.0,-16.0,,-49,-59.0,16.0,281
2020-08-24,Lewisham,E09000023,-10.0,-12.0,,-50,-60.0,16.0,298
2020-08-24,Tower Hamlets,E09000030,-37.0,-20.0,-2.0,-56,-65.0,17.0,305
2020-08-24,Barking and Dagenham,E09000002,-12.0,-11.0,,-38,-45.0,10.0,277
2020-08-24,Newham,E09000025,-13.0,-17.0,,-44,-52.0,12.0,300
2020-08-24,Barnet,E09000003,-3.0,-16.0,,-45,-56.0,14.0,278
2020-08-24,Hillingdon,E09000017,-14.0,-14.0,,-64,-52.0,13.0,292
2020-08-24,Redbridge,E09000026,4.0,-10.0,,-45,-54.0,13.0,301
2020-08-24,Westminster,E09000033,-54.0,-43.0,-29.0,-63,-64.0,18.0,308
2020-08-24,Sutton,E09000029,,-16.0,,-54,-56.0,14.0,304
2020-08-24,Greenwich,E09000011,-3.0,-14.0,,-40,-57.0,15.0,286
2020-08-24,Richmond upon Thames,E09000027,-14.0,-20.0,,-52,-65.0,17.0,302
2020-08-24,Haringey,E09000014,-7.0,-20.0,,-48,-57.0,14.0,289
2020-08-24,Lambeth,E09000022,-29.0,-24.0,,-60,-61.0,18.0,297
2020-08-24,Brent,E09000005,3.0,-12.0,,-42,-49.0,12.0,280
2020-08-24,Harrow,E09000015,4.0,-14.0,,-47,-52.0,13.0,290
2020-08-24,Merton,E09000024,-18.0,-20.0,,-49,-57.0,15.0,299
2020-08-24,Hounslow,E09000018,-10.0,-18.0,,-43,-52.0,13.0,293
2020-08-24,Waltham Forest,E09000031,5.0,-8.0,,-46,-55.0,13.0,306
2020-08-24,Hammersmith and Fulham,E09000013,-44.0,-33.0,,-50,-62.0,17.0,288
2020-08-24,Kensington and Chelsea,E09000020,-45.0,-20.0,,-61,-62.0,16.0,295
2020-08-24,Kingston upon Thames,E09000021,-5.0,-24.0,,-49,-60.0,16.0,296
2020-08-24,Camden,E09000007,-54.0,-42.0,,-66,-68.0,17.0,282
2020-08-24,Croydon,E09000008,-9.0,-16.0,,-46,-51.0,14.0,283
2020-08-24,Havering,E09000016,0.0,-14.0,,-44,-51.0,11.0,291
2020-08-24,City of London,E09000001,-77.0,-69.0,-62.0,-74,,,276
2020-08-24,Islington,E09000019,-44.0,-35.0,,-58,-69.0,20.0,294
2020-08-24,Ealing,E09000009,-1.0,-14.0,,-46,-51.0,13.0,284
2020-08-23,Greenwich,E09000011,-33.0,-18.0,34.0,-33,-13.0,3.0,286
2020-08-23,Barnet,E09000003,-30.0,-24.0,,-36,-16.0,3.0,278
2020-08-23,Newham,E09000025,-36.0,-23.0,,-35,-19.0,2.0,300
2020-08-23,Hillingdon,E09000017,-30.0,-19.0,,-62,-12.0,3.0,292
2020-08-23,Lambeth,E09000022,-42.0,-22.0,51.0,-43,-13.0,3.0,297
2020-08-23,Waltham Forest,E09000031,-25.0,-15.0,,-39,-18.0,2.0,306
2020-08-23,Redbridge,E09000026,-29.0,-18.0,,-34,-11.0,2.0,301
2020-08-23,Southwark,E09000028,-43.0,-24.0,16.0,-42,-17.0,3.0,303
2020-08-23,Hounslow,E09000018,-26.0,-17.0,,-29,-19.0,3.0,293
2020-08-23,Westminster,E09000033,-64.0,-43.0,-39.0,-60,,4.0,308
2020-08-23,Haringey,E09000014,-34.0,-29.0,,-41,-24.0,2.0,289
2020-08-23,Bexley,E09000004,-28.0,-19.0,,-22,-10.0,2.0,279
2020-08-23,Harrow,E09000015,-34.0,-20.0,,-30,-6.0,3.0,290
2020-08-23,Merton,E09000024,-35.0,-23.0,,-40,-11.0,2.0,299
2020-08-23,Sutton,E09000029,-33.0,-23.0,,-37,,2.0,304
2020-08-23,Enfield,E09000010,-32.0,-21.0,,-31,-11.0,2.0,285
2020-08-23,Kensington and Chelsea,E09000020,-58.0,,,-59,,,295
2020-08-23,City of London,E09000001,-68.0,,,-54,,,276
2020-08-23,Hackney,E09000012,-43.0,-21.0,,-40,-11.0,2.0,287
2020-08-23,Brent,E09000005,-31.0,-19.0,,-36,-18.0,3.0,280
2020-08-23,Islington,E09000019,-54.0,-27.0,,-47,,3.0,294
2020-08-23,Havering,E09000016,-30.0,-15.0,,-27,-7.0,2.0,291
2020-08-23,Bromley,E09000006,-30.0,-17.0,42.0,-29,-4.0,2.0,281
2020-08-23,Lewisham,E09000023,-32.0,-17.0,,-39,-14.0,3.0,298
2020-08-23,Wandsworth,E09000032,-39.0,-27.0,50.0,-43,-8.0,2.0,307
2020-08-23,Tower Hamlets,E09000030,-40.0,-29.0,-5.0,-46,-16.0,2.0,305
2020-08-23,Richmond upon Thames,E09000027,-29.0,,52.0,-34,,2.0,302
2020-08-23,Camden,E09000007,-60.0,-41.0,19.0,-60,,3.0,282
2020-08-23,Ealing,E09000009,-26.0,-19.0,,-38,-14.0,3.0,284
2020-08-23,Hammersmith and Fulham,E09000013,-59.0,-36.0,,-48,,3.0,288
2020-08-23,Kingston upon Thames,E09000021,-30.0,-27.0,,-31,,2.0,296
2020-08-23,Barking and Dagenham,E09000002,-26.0,-20.0,,-31,-14.0,2.0,277
2020-08-23,Croydon,E09000008,-32.0,-16.0,,-32,-8.0,2.0,283
2020-08-22,Croydon,E09000008,-34.0,-13.0,,-35,-13.0,4.0,283
2020-08-22,Greenwich,E09000011,-33.0,-15.0,22.0,-27,-17.0,4.0,286
2020-08-22,Redbridge,E09000026,-29.0,-16.0,,-34,-14.0,5.0,301
2020-08-22,Wandsworth,E09000032,-41.0,-23.0,49.0,-41,-16.0,4.0,307
2020-08-22,Brent,E09000005,-33.0,-20.0,,-36,-22.0,5.0,280
2020-08-22,City of London,E09000001,-69.0,,,-53,,,276
2020-08-22,Ealing,E09000009,-29.0,-18.0,,-38,-17.0,4.0,284
2020-08-22,Haringey,E09000014,-35.0,-25.0,,-39,-26.0,4.0,289
2020-08-22,Enfield,E09000010,-28.0,-18.0,,-32,-14.0,4.0,285
2020-08-22,Hammersmith and Fulham,E09000013,-62.0,-33.0,,-48,-21.0,4.0,288
2020-08-22,Hackney,E09000012,-44.0,-16.0,,-41,-16.0,3.0,287
2020-08-22,Southwark,E09000028,-43.0,-23.0,10.0,-41,-17.0,3.0,303
2020-08-22,Kensington and Chelsea,E09000020,-60.0,-24.0,,-57,,5.0,295
2020-08-22,Bromley,E09000006,-32.0,-18.0,38.0,-34,-9.0,4.0,281
2020-08-22,Lewisham,E09000023,-31.0,-10.0,,-38,-18.0,4.0,298
2020-08-22,Tower Hamlets,E09000030,-40.0,-17.0,-5.0,-47,-18.0,4.0,305
2020-08-22,Richmond upon Thames,E09000027,-29.0,-16.0,36.0,-36,,4.0,302
2020-08-22,Newham,E09000025,-43.0,-20.0,,-37,-21.0,4.0,300
2020-08-22,Hillingdon,E09000017,-33.0,-15.0,,-61,-16.0,4.0,292
2020-08-22,Westminster,E09000033,-66.0,-44.0,-39.0,-60,-22.0,5.0,308
2020-08-22,Havering,E09000016,-32.0,-17.0,,-22,-10.0,3.0,291
2020-08-22,Lambeth,E09000022,-42.0,-19.0,39.0,-43,-15.0,4.0,297
2020-08-22,Sutton,E09000029,-31.0,-20.0,,-35,-12.0,4.0,304
2020-08-22,Waltham Forest,E09000031,-26.0,-12.0,,-39,-22.0,4.0,306
2020-08-22,Harrow,E09000015,-36.0,-18.0,,-34,-14.0,4.0,290
2020-08-22,Merton,E09000024,-37.0,-18.0,,-41,-16.0,4.0,299
2020-08-22,Islington,E09000019,-56.0,-21.0,,-42,-16.0,4.0,294
2020-08-22,Hounslow,E09000018,-32.0,-17.0,,-30,-20.0,5.0,293
2020-08-22,Barking and Dagenham,E09000002,-27.0,-11.0,,-26,-15.0,3.0,277
2020-08-22,Bexley,E09000004,-30.0,-14.0,,-31,-10.0,4.0,279
2020-08-22,Barnet,E09000003,-31.0,-21.0,,-38,-21.0,4.0,278
2020-08-22,Kingston upon Thames,E09000021,-35.0,-23.0,,-37,-9.0,5.0,296
2020-08-22,Camden,E09000007,-61.0,-40.0,13.0,-59,-18.0,5.0,282
2020-08-21,Bromley,E09000006,-22.0,-14.0,,-46,-57.0,16.0,281
2020-08-21,Barnet,E09000003,-24.0,-16.0,,-47,-55.0,15.0,278
2020-08-21,Westminster,E09000033,-68.0,-44.0,-41.0,-65,-63.0,18.0,308
2020-08-21,Sutton,E09000029,-23.0,-16.0,,-51,-54.0,15.0,304
2020-08-21,Islington,E09000019,-59.0,-32.0,,-60,-68.0,21.0,294
2020-08-21,Tower Hamlets,E09000030,-50.0,-18.0,-19.0,-56,-64.0,19.0,305
2020-08-21,Lewisham,E09000023,-23.0,-6.0,,-45,-59.0,17.0,298
2020-08-21,Newham,E09000025,-33.0,-15.0,,-45,-51.0,14.0,300
2020-08-21,Kensington and Chelsea,E09000020,-55.0,-19.0,,-59,-60.0,18.0,295
2020-08-21,Bexley,E09000004,-24.0,-11.0,,-47,-51.0,14.0,279
2020-08-21,Havering,E09000016,-24.0,-12.0,,-41,-50.0,13.0,291
2020-08-21,Wandsworth,E09000032,-35.0,-19.0,48.0,-48,-63.0,19.0,307
2020-08-21,Hackney,E09000012,-40.0,-13.0,,-47,-58.0,16.0,287
2020-08-21,Hounslow,E09000018,-24.0,-15.0,,-41,-50.0,15.0,293
2020-08-21,Enfield,E09000010,-22.0,-14.0,,-40,-47.0,12.0,285
2020-08-21,Haringey,E09000014,-25.0,-18.0,,-47,-56.0,15.0,289
2020-08-21,Waltham Forest,E09000031,-18.0,-8.0,,-46,-54.0,15.0,306
2020-08-21,Redbridge,E09000026,-22.0,-11.0,,-45,-52.0,14.0,301
2020-08-21,Kingston upon Thames,E09000021,-27.0,-20.0,,-50,-58.0,16.0,296
2020-08-21,Brent,E09000005,-24.0,-12.0,,-43,-49.0,14.0,280
2020-08-21,Merton,E09000024,-33.0,-15.0,,-49,-55.0,16.0,299
2020-08-21,Hammersmith and Fulham,E09000013,-56.0,-27.0,,-52,-61.0,18.0,288
2020-08-21,Camden,E09000007,-65.0,-39.0,9.0,-65,-66.0,19.0,282
2020-08-21,Croydon,E09000008,-26.0,-11.0,,-46,-51.0,15.0,283
2020-08-21,Barking and Dagenham,E09000002,-25.0,-9.0,,-37,-44.0,11.0,277
2020-08-21,Southwark,E09000028,-44.0,-22.0,-5.0,-55,-60.0,17.0,303
2020-08-21,Richmond upon Thames,E09000027,-29.0,-15.0,,-52,-63.0,16.0,302
2020-08-21,Greenwich,E09000011,-28.0,-10.0,,-37,-55.0,16.0,286
2020-08-21,Ealing,E09000009,-23.0,-14.0,,-47,-50.0,15.0,284
2020-08-21,Hillingdon,E09000017,-32.0,-12.0,,-62,-50.0,14.0,292
2020-08-21,Harrow,E09000015,-28.0,-12.0,,-48,-52.0,15.0,290
2020-08-21,Lambeth,E09000022,-42.0,-17.0,,-58,-61.0,18.0,297
2020-08-21,City of London,E09000001,-82.0,-67.0,-62.0,-74,,,276
2020-08-20,Haringey,E09000014,-17.0,-13.0,,-48,-57.0,15.0,289
2020-08-20,Kensington and Chelsea,E09000020,-49.0,-13.0,,-61,-61.0,17.0,295
2020-08-20,Ealing,E09000009,-15.0,-10.0,,-48,-52.0,14.0,284
2020-08-20,Southwark,E09000028,-38.0,-18.0,21.0,-58,-61.0,18.0,303
2020-08-20,Lewisham,E09000023,-15.0,2.0,,-47,-60.0,17.0,298
2020-08-20,Richmond upon Thames,E09000027,-13.0,-11.0,,-50,-64.0,18.0,302
2020-08-20,Bromley,E09000006,-16.0,-11.0,,-49,-58.0,16.0,281
2020-08-20,Havering,E09000016,-18.0,-8.0,,-44,-50.0,13.0,291
2020-08-20,Sutton,E09000029,,-11.0,,-53,-54.0,15.0,304
2020-08-20,Croydon,E09000008,-17.0,-5.0,,-48,-52.0,15.0,283
2020-08-20,Merton,E09000024,-26.0,-12.0,,-50,-57.0,17.0,299
2020-08-20,Enfield,E09000010,-15.0,-8.0,,-43,-48.0,12.0,285
2020-08-20,Westminster,E09000033,-66.0,-42.0,-18.0,-67,-64.0,17.0,308
2020-08-20,Harrow,E09000015,-18.0,-10.0,,-50,-52.0,15.0,290
2020-08-20,Hounslow,E09000018,-17.0,-11.0,,-44,-51.0,14.0,293
2020-08-20,Greenwich,E09000011,-17.0,-8.0,,-40,-57.0,16.0,286
2020-08-20,Islington,E09000019,-55.0,-26.0,,-62,-69.0,20.0,294
2020-08-20,Hillingdon,E09000017,-24.0,-7.0,,-63,-51.0,14.0,292
2020-08-20,Bexley,E09000004,-17.0,-9.0,,-48,-52.0,14.0,279
2020-08-20,Waltham Forest,E09000031,-8.0,-2.0,,-46,-55.0,14.0,306
2020-08-20,Barnet,E09000003,-15.0,-14.0,,-47,-56.0,15.0,278
2020-08-20,Newham,E09000025,-30.0,-12.0,,-51,-52.0,13.0,300
2020-08-20,Camden,E09000007,-63.0,-37.0,34.0,-68,-68.0,19.0,282
2020-08-20,Redbridge,E09000026,-12.0,-8.0,,-46,-53.0,14.0,301
2020-08-20,Brent,E09000005,-14.0,-8.0,,-43,-50.0,13.0,280
2020-08-20,Hackney,E09000012,-34.0,-7.0,,-50,-59.0,16.0,287
2020-08-20,Lambeth,E09000022,-37.0,-15.0,,-61,-61.0,18.0,297
2020-08-20,Kingston upon Thames,E09000021,-19.0,-17.0,,-50,-60.0,17.0,296
2020-08-20,Wandsworth,E09000032,-27.0,-16.0,,-50,-64.0,20.0,307
2020-08-20,Tower Hamlets,E09000030,-50.0,-15.0,16.0,-58,-64.0,19.0,305
2020-08-20,Hammersmith and Fulham,E09000013,-48.0,-26.0,,-52,-62.0,18.0,288
2020-08-20,Barking and Dagenham,E09000002,-16.0,-7.0,,-37,-45.0,11.0,277
2020-08-20,City of London,E09000001,-81.0,-68.0,-55.0,-75,,,276
